"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Hazy_Localization.txt:289","「もうひとつの結末」","Another Conclusion","txid_strych_title_a1_020","False","","",""
"Hazy_Localization.txt:290","「夢じゃない」","Not Dreams","txid_strych_title_b0_010","False","","",""
"Hazy_Localization.txt:291","「面白い話」","A Nice Thought","txid_strych_title_b0_020","False","","",""
"Hazy_Localization.txt:292","「もし このまま」","No More Curses","txid_strych_title_b0_030","False","","",""
"Hazy_Localization.txt:293","「そういう世界も ある」","Life Can Be Tough","txid_strych_title_b1_010","False","","",""
"Hazy_Localization.txt:294","「捕まろうが 死のうが」","Dead or Alive","txid_strych_title_b1_020","False","","",""
"Hazy_Localization.txt:295","「あの子……苦手？」","Too Much to Handle","txid_strych_title_b1_030","False","","",""
"Hazy_Localization.txt:296","「最終手段」","Last Resort","txid_strych_title_b1_040","False","","",""
"Hazy_Localization.txt:297","「志岐間春恵の伝説」","Harue's Legacy","txid_strych_title_b1_050","False","","",""
"Hazy_Localization.txt:298","「灯野あやめの本懐」","Ayame's Aspiration","txid_strych_title_b1_055","False","","",""
"Hazy_Localization.txt:299","「現場検証」","Crime Scene Investigation","txid_strych_title_c0_010","False","","",""
"Hazy_Localization.txt:300","「呪主捜索 Part1」","The Hunt for the Curse Bearers - Part 1","txid_strych_title_c0_020","False","","",""
"Hazy_Localization.txt:301","「呪主捜索 Part2」","The Hunt for the Curse Bearers - Part 2","txid_strych_title_c0_030","False","","",""
"Hazy_Localization.txt:302","「予告電話」","A Threatening Phone Call","txid_strych_title_c0_040","False","","",""
"Hazy_Localization.txt:303","「状況整理」","Sorting Things Out","txid_strych_title_c1_010","False","","",""
"Hazy_Localization.txt:304","「高級寿司」","Fancy Sushi","txid_strych_title_c1_020","False","","",""
"Hazy_Localization.txt:305","「暫時待機」","Standing By","txid_strych_title_c1_030","False","","",""
"Hazy_Localization.txt:306","「大捕物」","Manhunt","txid_strych_title_c1_040","False","","",""
"Hazy_Localization.txt:307","「根島史周の追慕」","Nejima's Reminiscence","txid_strych_title_c1_045","False","","",""
"Hazy_Localization.txt:308","「結末」","Conclusion","txid_strych_title_c1_050","False","","",""
"Hazy_Localization.txt:309","「こっくりさん」","Spirit Board","txid_strych_title_d0_010","False","","",""
"Hazy_Localization.txt:310","「大事なことは ふたつ」","Two Things to Remember","txid_strych_title_d0_020","False","","",""
"Hazy_Localization.txt:311","「駒形高校からの脱出」","Escape from Komagata High","txid_strych_title_d0_030","False","","",""
"Hazy_Localization.txt:312","「脱出失敗」","Failure to Escape","txid_strych_title_d0_035","False","","",""
"Hazy_Localization.txt:313","「脱出成功」","A Successful Getaway","txid_strych_title_d0_040","False","","",""
"Hazy_Localization.txt:314","「奥田ちゃんって」","Hitomi's Help","txid_strych_title_d1_010","False","","",""
"Hazy_Localization.txt:315","「セイマン」","Seiman","txid_strych_title_d1_020","False","","",""
"Hazy_Localization.txt:316","「またね」","I'll See You Again","txid_strych_title_d1_030","False","","",""
"Hazy_Localization.txt:317","「白石美智代の怨讐」","Michiyo's Grudge","txid_strych_title_d1_035","False","","",""
"Hazy_Localization.txt:318","「やってやります」","Let's Do This","txid_strych_title_d1_040","False","","",""
"Hazy_Localization.txt:319","「決戦の前」","Preparing for Battle","txid_strych_title_d1_050","False","","",""
"Hazy_Localization.txt:320","「幽暗」","Darkness","txid_strych_title_e1_010","False","","",""
"Hazy_Localization.txt:321","★出ないテキスト","★","txtid_strych_text1_a0_010","False","","",""
"Hazy_Localization.txt:322","[c3]～前回のあらすじ～[c0]
《本所七不思議》を探して 福永葉子とともに
錦糸堀公園を捜索する 興家彰吾は
彼女の明かすオカルト話に まんまと
引き込まれていくのだった。","[c3]Summary of previous events[c0]
Shogo Okiie is with Yoko Fukunaga at Kinshibori Park searching for one of the Seven Mysteries of Honjo. His interest in the occult starts to grow as he learns more about it from Yoko.","txtid_strych_text1_a0_020","False","","",""
"Hazy_Localization.txt:323","★出ないテキスト","★","txtid_strych_text1_a0_030","False","","",""
"Hazy_Localization.txt:324","★出ないテキスト","★","txtid_strych_text1_a0_040","False","","",""
"Hazy_Localization.txt:325","★出ないテキスト","★","txtid_strych_text1_a0_060","False","","",""
"Hazy_Localization.txt:326","[c3]～前回のあらすじ～[c0]
突き動かされるような衝動のままに
我を失った福永葉子を 必死に呼び続け
なんとしてでも呼び覚まそうとする 興家彰吾。
その思いは 彼女に届くのか……!?","[c3]Summary of previous events[c0]
Shogo cries Yoko's name in a desperate attempt to wake her as she lies, unmoving, on the ground. Will his pleas get through to her?","txtid_strych_text1_a0_110","False","","",""
"Hazy_Localization.txt:327","[c3]～前回のあらすじ～[c0]
異変のあった福永葉子を心配した興家彰吾は
今日の七不思議捜索の 中止を決めた。
ごねる福永葉子を説得するため 興家彰吾は
ひとりで もう少し捜索を続けることにした。","[c3]Summary of previous events[c0]
Worried about Yoko after her bizarre incident, Shogo decides to call off their investigation into the Mysteries for the night. Despite her stubborn objections, he manages to persuade her by offering to continue the search on his own.","txtid_strych_text1_a0_120","False","","",""
"Hazy_Localization.txt:328","土御門晴曼の《魂》《肉体》《精神》が
揃ったところに これは現れる。
ここに解除の術は発動し 秘術も呪いも
すべてが祓われ 消し去られる……。","When the body, soul, and mind of Seiman Tsuchimikado have all been brought together, the Rite of Cleansing is activated, dispelling all rituals and curses that have previously been performed...","txtid_strych_text1_a1_010","False","","",""
"Hazy_Localization.txt:329","★出ないテキスト","★","txtid_strych_text1_a1_020","False","","",""
"Hazy_Localization.txt:330","昨年 息子が誘拐され 捜査の不手際で
殺害されてしまったという志岐間春恵は 
未解決の誘拐事件の調査を 探偵に依頼。
深夜に 自宅で調査の報告を受けていると
《それ》は 突然訪れた……。","When the son of Harue Shigima was kidnapped, a botched investigation by the police resulted in the child's murder. One year later, Harue has hired a private investigator to help resolve the unsettled case. Late at night, while speaking to the detective at her home, something strange suddenly appears...","txtid_strych_text1_b0_010","False","","",""
"Hazy_Localization.txt:331","[c3]～前回のあらすじ～[c0]
『送り拍子木』の呪いは受けたが それは
使わず 呪詛珠を奪うことで 蘇りの秘術を
使おうという提案に乗った志岐間春恵は
櫂利飛太を 呪主の探索に送り出した。","[c3]Summary of previous events[c0]
Despite having obtained the curse of the Haunting Clappers, Harue Shigima is determined to use the Rite of Resurrection by stealing the remaining curse stones. She instructs her private investigator Richter to find the other curse bearers.","txtid_strych_text1_b0_020","False","","",""
"Hazy_Localization.txt:332","[c3]～前回のあらすじ～[c0]
呪主と疑わしい複数の報告を受けた春恵。
同じく 呪詛珠を狙っているという
灯野あやめの存在を気にしながらも
引き続き 櫂利飛太に呪主探索を一任する。","[c3]Summary of previous events[c0]
Harue has received multiple reports about other suspected curse bearers. Although concerned about Ayame Tono, who is apparently also after the curse stones, she entrusts Richter to continue his investigation.","txtid_strych_text1_b0_030","False","","",""
"Hazy_Localization.txt:333","[c3]～前回のあらすじ～[c0]
滓魂の溜まった呪詛珠を得るために
夜通し情報収集を続ける利飛太。
春恵は 我が子の蘇生という大願成就の可能性に
眠れぬ朝を迎える。","[c3]Summary of previous events[c0]
Throughout the night, Richter continues to gather information about the curse stones, while Harue lies awake until dawn, preoccupied by the prospect of bringing her lost child back to life.","txtid_strych_text1_b1_010","False","","",""
"Hazy_Localization.txt:334","[c3]～前回のあらすじ～[c0]
誘拐事件の重要参考人である白石美智代の
自宅を訪れ 彼女が複雑な事情を抱えていた
ことを知った春恵と利飛太は
そこで ふたりの男性と遭遇する。","[c3]Summary of previous events[c0]
Harue and Richter visit Michiyo's home, having determined her to be a key player in the unresolved kidnapping case from a year before. As the complicated story begins to unravel, they encounter two men.","txtid_strych_text1_b1_020","False","","",""
"Hazy_Localization.txt:335","[c3]～前回のあらすじ～[c0]
刑事と 白石家に突入して 呪い殺されていた
岩井官吉郎が残していた手記を発見し
誘拐事件の全貌が明らかになった。
しかし それでは 春恵は満たされなかった。","[c3]Summary of previous events[c0]
Harue and Richter break into the Shiraishi residence with the detectives. They find a journal left behind by the deceased Iwai, finally revealing the mystery behind the kidnapping. However, Harue remains unsatisfied.","txtid_strych_text1_b1_030","False","","",""
"Hazy_Localization.txt:336","[c3]～前回のあらすじ～[c0]
救出した蝶澤麻由とともに 弓岡を問い詰め
新たな呪主の情報入手を試みたが
特に有益な情報は得られなかった。
そこで志岐間邸に戻ると……","[c3]Summary of previous events[c0]
Harue and Richter rescue Mayu Chozawa and interrogate her along with Takumi Yumioka. Yet they fail to gain any particularly useful information about the curse bearers. They decide to return to Harue's home when...","txtid_strych_text1_b1_040","False","","",""
"Hazy_Localization.txt:337","★出ないテキスト","★","txtid_strych_text1_b1_050","False","","",""
"Hazy_Localization.txt:338","★出ないテキスト","★","txtid_strych_text1_b1_055","False","","",""
"Hazy_Localization.txt:339","警視庁捜査一課の警部 津詰徹生は
警察官の謎の怪死事件の調査のため
部下の襟尾純とともに 現場である
旧安田庭園を訪れていた……。","Tetsuo Tsutsumi, chief inspector of the Metropolitan Police Department, First Investigative Division, is investigating the mysterious death of a fellow officer. He visits the scene of the incident, the Former Yasuda Gardens, with his subordinate Jun Erio.","txtid_strych_text1_c0_010","False","","",""
"Hazy_Localization.txt:340","[c3]～前回のあらすじ～[c0]
警察官・吉見肇が変死した現場にて
状況の整理を行っていた津詰と襟尾。
《蘇りの秘術》を否定する津詰だが そこに
『落葉なき椎』の呪影が現れた。","[c3]Summary of previous events[c0]
Tsutsumi and Jun are sorting through the facts at the scene of Officer Hajime Yoshimi's mysterious death. Tsutsumi denies the existence of the Rite of Resurrection—until the curse echo of the Evergreen Beech appears before them.","txtid_strych_text1_c0_020","False","","",""
"Hazy_Localization.txt:341","[c3]～前回のあらすじ～[c0]
未曾有の惨事を回避するため 呪詛珠を
一刻も早く回収すると決めた 津詰と襟尾。
並垣祐太郎から『足洗い屋敷』の呪詛珠を
回収したふたりは 次の場所に向かう。","[c3]Summary of previous events[c0]
Tsutsumi and Erio decide to collect the curse stones as soon as possible, before they become the cause of an unprecedented tragedy. The two obtain the Foot-Washing Mansion from Yutaro Namigaki and head to their next destination.","txtid_strych_text1_c0_030","False","","",""
"Hazy_Localization.txt:342","[c3]～前回のあらすじ～[c0]
『消えずの行灯』の呪主だった新石英樹を
説得し これで合計３つの呪詛珠を回収した。
津詰と襟尾は 残る呪主を見つけるべく
町内の捜索を続ける。","[c3]Summary of previous events[c0]
After persuading Araishi, the curse bearer of the Everburning Lantern, to give up his stone, Tsutsumi and Erio have obtained three curse stones in total. They continue their investigation of the town in search of the remaining curse bearers.","txtid_strych_text1_c0_040","False","","",""
"Hazy_Localization.txt:343","[c3]～前回のあらすじ～[c0]
呪詛珠の回収もままならない状態で
吉見肇の変死事件や 根島の殺人予告など
問題が山積する中 襟尾に各種確認を任せて
今のうちに少しでも休憩する津詰であった。","[c3]Summary of previous events[c0]
Hajime Yoshimi's death, Nejima's threat of mass murder—the problems just pile up, putting the detectives' goal of collecting all the curse stones in jeopardy. Tsutsumi leaves Erio to handle the investigation while he catches a quick break.","txtid_strych_text1_c1_010","False","","",""
"Hazy_Localization.txt:344","[c3]～前回のあらすじ～[c0]
日暮れまでがタイムリミットである以上
時間を無駄にはできない。
そんな中 津詰と襟尾は 駒形高校と
白石家に 調査の足を向けることにした。","[c3]Summary of previous events[c0]
With dusk fast approaching, they have no time to waste. With that in mind, Tsutsumi and Erio direct their investigation toward Komagata High School and the Shiraishi residence.","txtid_strych_text1_c1_020","False","","",""
"Hazy_Localization.txt:345","[c3]～前回のあらすじ～[c0]
白石家で 岩井官吉郎の死とともに
いくつもの新事実を知った 津詰と襟尾。
白石美智代ならば 根島史周の隠れ家を知って
いるとの情報を受け 急いで高校へと向かった。","[c3]Summary of previous events[c0]
At the Shiraishi home, Tsutsumi and Erio learn the truth about many things, including the death of Kankichiro Iwai. They hurry to the high school after learning that Michiyo Shiraishi knew the whereabouts of Nejima's hideout.","txtid_strych_text1_c1_030","False","","",""
"Hazy_Localization.txt:346","[c3]～前回のあらすじ～[c0]
白石美智代から 根島史周の隠れ家を
聞くことができた襟尾と津詰は
本部にも増援を要請して 根島確保のため
大捕物を繰り広げるのだった。","[c3]Summary of previous events[c0]
Having learned the location of Nejima's hideout from Michiyo, Tsutsumi and Erio request backup from HQ for Nejima's arrest as their manhunt picks up speed.","txtid_strych_text1_c1_040","False","","",""
"Hazy_Localization.txt:347","★出ないテキスト","★","txtid_strych_text1_c1_045","False","","",""
"Hazy_Localization.txt:348","[c3]～前回のあらすじ～[c0]
灯野あやめと会って 全部ハッキリさせる。
そう決意する津詰と襟尾は 捜索を続けていた。
本所七不思議の呪い……晴曼と蘆乃の因縁は
果たして どのような結末を迎えるのか……。","[c3]Summary of previous events[c0]
Tsutsumi and Erio continue their investigation, deciding to meet with Ayame Tono to get to the bottom of it all. What will be the conclusion to the curses of the Seven Mysteries of Honjo...to Seiman and Ashino's intertwined fates?","txtid_strych_text1_c1_050","False","","",""
"Hazy_Localization.txt:349","投身自殺をした友人を蘇らせたいと願い
《蘇りの秘術》を探す逆崎約子は
その情報を得るために
同級生の黒鈴ミヲと共に 深夜の教室で
《こっくりさん》を試みるのだった……。","Yakko Sakazaki searches for the Rite of Resurrection, hoping to revive her friend who jumped to her death. To get the information she needs, she meets with her classmate Mio Kurosuzu in their classroom at midnight to attempt using a spirit board.","txtid_strych_text1_d0_010","False","","",""
"Hazy_Localization.txt:350","[c3]～前回のあらすじ～[c0]
こっくりさんで得た情報によると
友人・白石美智代は 自殺ではないらしい。
さらに《蘇りの秘術》の場所を訊ねると
突然 呪影が現れて……。","[c3]Summary of previous events[c0]
The information they gain from the spirit board suggests that Michiyo's death was not a suicide. When they continue to press the spirit board for the location of the Rite of Resurrection, a curse echo suddenly appears...","txtid_strych_text1_d0_020","False","","",""
"Hazy_Localization.txt:351","[c3]～前回のあらすじ～[c0]
『馬鹿囃子』の呪いを受けた 逆崎約子に
《蘇りの秘術》は諦めようと説得するミヲ。
すでに 学校に他の呪影の影響も出ていたため
ふたりは 急いで教室を抜け出した。","[c3]Summary of previous events[c0]
After Yakko acquires the curse of the Fool's Procession, Mio tries to persuade her to give up on going after the Rite of Resurrection. The effects of other curse echoes are already appearing at the school, so the two hurry to get out of the classroom.","txtid_strych_text1_d0_030","False","","",""
"Hazy_Localization.txt:352","★出ないテキスト","★","txtid_strych_text1_d0_035","False","","",""
"Hazy_Localization.txt:353","★出ないテキスト","★","txtid_strych_text1_d0_040","False","","",""
"Hazy_Localization.txt:354","[c3]～前回のあらすじ～[c0]
親友を生き返らせるには 代償が要る……。
手にした呪いと どう向き合うべきか
整理がつかないまま帰路についた逆崎約子。
黒鈴ミヲを心配しながら 一夜が明けた。","[c3]Summary of previous events[c0]
Bringing her friend back from the dead means she'll have to pay the price... Yakko makes it home safely, but still isn't sure about how to proceed with her curse. She worries about Mio as the night passes.","txtid_strych_text1_d1_010","False","","",""
"Hazy_Localization.txt:355","[c3]～前回のあらすじ～[c0]
今回の事件の発端である《蘇りの秘術》。
その噂を広めた当事者である新石英樹に
話を聞くため ふたりは彼のいきつけで
あるという喫茶店《黒桔梗》に向かう。","[c3]Summary of previous events[c0]
The Rite of Resurrection is the inception of this whole affair. Yakko and Mio decide to confront the man responsible for spreading rumors of it in the first place: Hideki Araishi. They find him at his frequent stomping grounds, the Kurokikyo Cafe.","txtid_strych_text1_d1_020","False","","",""
"Hazy_Localization.txt:356","[c3]～前回のあらすじ～[c0]
『禄命簿・陰の書』があれば 秘術の呪いを
止める方法がわかるかもしれない。
有力な手がかりを得ることができた約子らは
津詰に伝えるため 駒形高校へ向かうのだった。","[c3]Summary of previous events[c0]
The Record of Fates Yin Scroll may contain a way to put a stop to the curse. Yakko and Mio head back to Komagata High School to share this information with Tsutsumi.","txtid_strych_text1_d1_030","False","","",""
"Hazy_Localization.txt:357","★出ないテキスト","★","txtid_strych_text1_d1_035","False","","",""
"Hazy_Localization.txt:358","[c3]～前回のあらすじ～[c0]
本当の自分を取り戻した約子は 改めて
ミヲと共に 今回の呪いを止めるために
『禄命簿・陰の書』の探索を行うが
その手がかりは あまりにも少なかった……。","[c3]Summary of previous events[c0]
Having regained control of herself, Yakko rejoins Mio on their search for the Record of Fates Yin Scroll so that they can stop the curse. However, they find themselves with scarcely any leads to follow...","txtid_strych_text1_d1_040","False","","",""
"Hazy_Localization.txt:359","[c3]～前回のあらすじ～[c0]
吉見の婚約者 蝶澤と共に 津詰たちに
これまでの情報を報告する 約子とミヲ。
すべての話を まとめていくことで
いよいよ最終目的が見えてくる……。","[c3]Summary of previous events[c0]
Together with Yoshimi's fiancée Mayu, Yakko and Mio report all they've learned so far to Tsutsumi and the others. Putting all their stories together, they can see their final objective at long last...","txtid_strych_text1_d1_050","False","","",""
"Hazy_Localization.txt:360","？？？","???","txtid_strych_text1_e1_010","False","","",""
"Hazy_Localization.txt:361","ごく普通の会社員・興家彰吾は 先日知り合った
福永葉子と共に 深夜の錦糸堀公園で
《本所七不思議》を探索していた。突如倒れ
意識を失った興家は 状況をひとつずつ思い
出しながら 福永葉子のオカルト話に付き合う。","Shogo Okiie, a completely ordinary office worker, and his recent acquaintance, Yoko Fukunaga, have both gone to Kinshibori Park late at night to investigate the Seven Mysteries of Honjo when Shogo suddenly falls unconscious. Upon reawakening, he gradually regains his grasp on the current situation while discussing the occult with Yoko.","txtid_strych_text2_a0_010","False","","",""
"Hazy_Localization.txt:362","福永葉子が本所七不思議を調べていたのは
《蘇りの秘術》を求めてのことだった。
江戸から伝わる七不思議と 死者を蘇らせる
という幻の秘術の関係について話していると
突如 福永葉子の様子に異変があり……。","Yoko reveals that she is searching for the Mysteries because she wants the Rite of Resurrection, a secret art originating from the Edo period. As she explains how the two are related, something strange suddenly occurs...","txtid_strych_text2_a0_020","False","","",""
"Hazy_Localization.txt:363","前触れもなく不可解な最期を遂げた福永葉子。
異常現象に困惑する興家だったが 彼女を復活
させるべく 蘇りの秘術を手に入れることを誓う。
すると そこに弓岡巧己と名乗る男が現れ
興家の手に入れた呪詛珠を渡せと狙う。","After Yoko meets an untimely and inexplicable death, Shogo vows to bring her back through the Rite of Resurrection. Just then, a man named Takumi Yumioka appears and demands that Shogo give him the curse stone he has just obtained.","txtid_strych_text2_a0_030","False","","",""
"Hazy_Localization.txt:364","弓岡巧己を呪い殺し 滓魂を手に入れた興家は
もう後には引けないと 夜明けまでに
残りの滓魂を集めることを決意。
本所七不思議の地を巡り 各地で遭遇する
出来事を経て 着実に滓魂を溜めていく。","Shogo kills Takumi Yumioka and takes his soul dregs. Realizing he is unable to undo his actions, he strengthens his resolve to gather the remaining soul dregs before dawn. He travels throughout Honjo searching for the Seven Mysteries, accumulating more soul dregs with each of his encounters.","txtid_strych_text2_a0_040","False","","",""
"Hazy_Localization.txt:365","興家彰吾は 《両国橋》と《旧安田庭園》でも
呪主と遭遇し どうにか難関を突破して
必要な滓魂を溜めきった。
しかしその後 呪詛珠に変化があり
興家は そのまま帰らぬ人となる……。","Shogo manages to best the curse bearers he meets at Ryogoku Bridge and the Former Yasuda Gardens, collecting the soul dregs he requires. However, something happens to his curse stone, and he is delivered to a grisly fate...","txtid_strych_text2_a0_060","False","","",""
"Hazy_Localization.txt:366","興家彰吾の辛抱強い呼びかけによって
福永葉子は 無事に我に返った。
しかし 何を見て 何が起こったのかは
まったく覚えていないという。
その話を聞いて 興家は捜索の中止を決める。","Thanks to Shogo's perseverance, Yoko Fukunaga finally regains consciousness. But when Shogo learns that she has no memory of what happened to her, he decides to call off their search.","txtid_strych_text2_a0_110","False","","",""
"Hazy_Localization.txt:367","福永葉子との約束のため ひとり
本所七不思議の捜索をしていた興家彰吾。
しかし 翌朝に公園で発見されたものは
変わり果てた姿となった 彼の遺体だった……。","Shogo keeps his promise to Yoko and continues investigating the Seven Mysteries of Honjo alone. However, come morning, his corpse is discovered in the park...","txtid_strych_text2_a0_120","False","","",""
"Hazy_Localization.txt:368","土御門晴曼の《魂》《肉体》《精神》が
揃ったところに これは現れる。
ここに解除の術は発動し 秘術も呪いも
すべてが祓われ 消し去られるのだった。","When the body, soul, and mind of Seiman Tsuchimikado have all been brought together, the Rite of Cleansing is activated, dispelling all rituals and curses that have previously been performed.","txtid_strych_text2_a1_010","False","","",""
"Hazy_Localization.txt:369","[c5]【エンディング＃６】[c0]
そこは 秘術も呪いも無かった いつもの世界。
関わった人々は どう生きていくのか……。
あなたが救った町を どうか見届けてから
去ってほしい。","[c5]Ending 6[c0]
There were never any rituals, there were never any curses, there was only the ordinary world. Where will those involved go from here? Look upon the town you have saved...and once you have seen it, I ask that you leave.","txtid_strych_text2_a1_020","False","","",""
"Hazy_Localization.txt:370","『送り拍子木』の呪いを受けたことで
《蘇りの秘術》を使う機会を得た志岐間春恵。
誘拐事件の調査を依頼した探偵・櫂利飛太は
呪いを使わずに秘術を使うため ほかの呪主の
呪詛珠を奪うことを提案するのだった。","Harue Shigima has acquired the curse of the Haunting Clappers, giving her the opportunity to use the Rite of Resurrection. To do so, they first need to obtain all the curse stones from the other curse bearers. Richter Kai, her private investigator, suggests stealing them.","txtid_strych_text2_b0_010","False","","",""
"Hazy_Localization.txt:371","利飛太から 呪主探索の報告を受ける春恵。
彼女にとって因縁の深い隅田川の流れを見て
本当にこれでいいのかと 心が揺れ動く。
さらに 灯野あやめという女性も 呪詛珠を
狙っていると知り 気ばかりが焦るのだった。","In his search for the other curse bearers, Richter decides to look around a place Harue Shigima holds a deep connection to: the Sumida River. However, his resolve is shaken by the discovery that a girl named Ayame Tono is also pursuing the curse stones.","txtid_strych_text2_b0_020","False","","",""
"Hazy_Localization.txt:372","呪主の捜索は 利飛太に一任して
ひとまず帰宅する春恵だったが
やはり 心はどこか落ち着かないままだった。","As Richter continues his search for the other curse bearers, Harue returns home, only to find herself incapable of settling her restless mind.","txtid_strych_text2_b0_030","False","","",""
"Hazy_Localization.txt:373","ヒハク石鹸や 灯野あやめの動向を気にするも
呪主についての有力な情報が得られないことに
苛立ちを隠せない春恵。
その一方で 誘拐事件の重要参考人としてあがった
白石美智代について調べを進めていく。","Harue is concerned about the activities of both Ayame and the company Hihaku Soaps, and frustrated that no solid information about the curse bearers has been found. She also begins looking into Michiyo Shiraishi, whose connection to the unresolved kidnapping case has come to light.","txtid_strych_text2_b1_010","False","","",""
"Hazy_Localization.txt:374","誘拐事件の犯人だった 岩井官吉郎は
自宅で 白石美智代によって呪い殺されていた。
西洋黒魔術の研究をしていたという岩井と
根島史周や ヒハク石鹸との繋がりが見えるが
それでも春恵の興味は 蘇りの秘術にあった。","Michiyo used a curse to kill Kankichiro Iwai, the perpetrator of the kidnapping, at her home. Although they discover Iwai's involvement with Western black magic and his connection to both Fumichika Nejima and Hihaku Soaps, Harue remains focused on the Rite of Resurrection.","txtid_strych_text2_b1_020","False","","",""
"Hazy_Localization.txt:375","誘拐事件の調査は完了し 蘇りの秘術に注力する
利飛太と春恵は 再び 七不思議を巡る。
駄菓子に夢中になる利飛太を眺めたり
ファクシミリで謎のＳＯＳを受信しながらも
呪詛珠の狙いを 灯野あやめに絞っていく。","With the mystery behind the kidnapping resolved, Harue and Richter return their attention to the Rite of Resurrection and continue looking into the Seven Mysteries of Honjo. Richter blows off some steam at a nearby candy shop, a mysterious SOS message is sent to Harue by fax, and they finally close in on Ayame.","txtid_strych_text2_b1_030","False","","",""
"Hazy_Localization.txt:376","根島を呪い殺したことで 呪詛珠が使えると
気付いた灯野あやめは 呪主である春恵を狙い
志岐間邸を訪れた。春恵もまた 滓魂の貯まった
あやめの呪詛珠を奪うために 言葉を投げる。
ふたりの探りあいは どのような展開を描くのか。","Ayame learns that she can use her curse stone when she murders Nejima. She then pays the Shigima residence a visit, and Harue reveals her intentions to steal the soul dregs collected by Ayame. How will their conflict play out?","txtid_strych_text2_b1_040","False","","",""
"Hazy_Localization.txt:377","[c5]【エンディング＃３】[c0]
一貫して 息子の蘇生を願い続けていた春恵は
灯野あやめを呪い殺して 呪詛珠を奪った。
願いを叶えた春恵が 幸せなのかは わからないが
せめて伝説を見届けようと思う 利飛太だった。","[c5]Ending 3[c0]
Determined to resurrect her lost child, Harue murders Ayame and takes her curse stone. Richter, wondering whether or not Harue is happy that her desires have come true, decides to see the story through to its end.","txtid_strych_text2_b1_050","False","","",""
"Hazy_Localization.txt:378","[c5]【エンディング＃４】[c0]
根島史周や 志岐間春恵を呪い殺して得た呪詛珠で
灯野あやめは 自らの宿願を果たす。
しかし 遙か昔の魂の復活を遂げようとも 彼女は
その肉体までも復活させる術は 持たなかった。","[c5]Ending 4[c0]
After killing both Nejima and Harue, Ayame collects their curse stones, and her desire is at long last fulfilled. However, even if she manages to revive that long lost soul, she has no way to revive its body.","txtid_strych_text2_b1_055","False","","",""
"Hazy_Localization.txt:379","警察官・吉見肇が変死した事案を
部下の襟尾純とともに捜査する 津詰徹生。
現場となった旧安田庭園で 状況の整理を
していると突然 本所七不思議『落葉なき椎』の
呪影が現れ 津詰に取り憑くのだった。","Tsutsumi and Erio look into the circumstances surrounding the death of officer Hajime Yoshimi. While going over the facts at the scene of the incident, the curse echo of the Seven Mysteries of Honjo, the Evergreen Beech, suddenly appears and possesses Tsutsumi.","txtid_strych_text2_c0_010","False","","",""
"Hazy_Localization.txt:380","図らずも呪主となった津詰は 襟尾に
秘匿部署《心霊対策室》の存在を明かす。
ふたりは この惨事を未然に防ぐため
呪詛珠の回収に動き出し まずは両国橋で
『足洗い屋敷』の回収に成功する。","Tsutsumi, who has unexpectedly become a curse bearer, tells Erio about the secret Paranormal Affairs Bureau. The two set out to gather the curse stones themselves to stop them from being used by those with ill intentions. First, they successfully obtain the Foot-Washing Mansion at Ryogoku Bridge.","txtid_strych_text2_c0_020","False","","",""
"Hazy_Localization.txt:381","緑町公園で遭遇した 郷土研究家の
新石英樹は『消えずの行灯』の呪主だった。
《蘇りの秘術》についての知識を持つ
新石からは まだ情報を引き出したいが
ここでは呪詛珠を回収するにとどまった。","At Midoricho Park, they run into a local researcher named Hideki Araishi, who turns out to be the curse bearer of the Everburning Lantern. They try to probe Araishi for information because he is well-versed on the Rite of Resurrection, but end up only obtaining his curse stone.","txtid_strych_text2_c0_030","False","","",""
"Hazy_Localization.txt:382","錦糸堀公園にて 男の遺体を発見した津詰。
ほかにも変死体が見つかり 状況は回りだす。
そんな中 因縁の相手である根島史周から
津詰に連絡が入り 自身も呪主であることと
日没時に大量殺人することを宣言される。","Things take a turn when Tsutsumi discovers a man's corpse at Kinshibori Park and Erio learns that another mysterious corpse has been found elsewhere in the city. Tsutsumi is then contacted by Fumichika Nejima, a ghost from his past. Nejima reveals that he is also a curse bearer, declaring that he will carry out a mass murder at sunset.","txtid_strych_text2_c0_040","False","","",""
"Hazy_Localization.txt:383","呪詛珠の回収が捗らなかったこともあり
呪詛による被害者が出てしまった。
まずは襟尾とともに状況確認をする津詰。
やることは多いが できることが少ない中
とにかく少しでも前に進むことを決意する。","Progress on collecting the curse stones grinds to a halt while more victims of the curses emerge. Tsutsumi and Erio focus on sorting out the situation at hand. There is much that needs doing but little that can be done, yet they still resolve to keep trying in any way they can.","txtid_strych_text2_c1_010","False","","",""
"Hazy_Localization.txt:384","黒鈴ミヲと接触し情報交換を行った津詰は
校務員の葦宮が 根島の可能性が高いと踏む。
一方 現場に残されていた遺留品から
白石美智代が本当に復活し 復讐を進めて
いるという疑念も 浮かんできていた……。","After exchanging information with Mio Kurosuzu, Tsutsumi determines that Makoto Ashimiya, an employee of the school, is very likely to be Nejima. Meanwhile, the possessions left at the scene raise suspicions that Michiyo Shiraishi really has risen from the dead to carry out her revenge...","txtid_strych_text2_c1_020","False","","",""
